"X..ve.word.count.","X..ve.word.count..1","X.overall.polarity.","X.times.change.in.pol.","X.largest...cont.","X.largest...cont..1","X.capital.letters.","X.punctuation.","emoji_count","laughter_exp_count"
0,0,0,0,0,0,2,0,11,0
0,0,0,0,0,0,12,1,21,0
0,0,0,0,0,0,7,0,19,0
0,1,-1,0,0,1,7,0,32,0
1,0,1,0,1,0,4,0,24,0
0,0,0,0,0,0,7,0,17,0
0,0,0,0,0,0,7,0,18,0
0,0,0,0,0,0,12,0,17,0
0,0,0,0,0,0,7,0,16,0
0,0,0,0,0,0,9,1,21,0
0,0,0,0,0,0,4,0,12,0
1,0,2,0,1,0,2,0,16,0
0,0,0,0,0,0,7,0,22,0
2,0,3,0,2,0,1,4,1,0
1,0,2,0,1,0,5,0,21,0
0,0,0,0,0,0,17,2,25,0
1,0,2,0,1,0,5,0,14,0
0,2,-2,0,0,2,2,4,6,0
0,0,0,0,0,0,2,0,7,0
2,0,3,0,2,0,1,2,11,0
0,1,-2,0,0,1,6,0,19,0
0,0,0,0,0,0,2,0,10,0
0,0,0,0,0,0,12,0,26,0
0,0,0,0,0,0,3,0,25,0
0,0,0,0,0,0,11,0,21,0
0,0,0,0,0,0,10,0,24,0
0,0,0,0,0,0,8,0,27,0
0,2,-5,0,0,2,16,0,25,0
0,1,-2,0,0,1,3,0,17,0
0,0,0,0,0,0,12,2,36,0
0,0,0,0,0,0,1,0,11,0
0,0,0,0,0,0,7,0,18,0
0,0,0,0,0,0,7,0,15,0
1,0,1,0,1,0,1,0,3,0
0,2,-2,0,0,2,14,0,15,0
0,0,0,0,0,0,14,0,23,0
2,2,0,1,2,2,4,0,15,0
1,0,1,0,1,0,11,0,18,0
0,0,0,0,0,0,12,0,27,0
0,0,0,0,0,0,3,0,15,0
0,0,0,0,0,0,8,0,27,0
0,0,0,0,0,0,7,0,21,0
0,0,0,0,0,0,7,0,18,0
0,0,0,0,0,0,6,0,25,0
0,0,0,0,0,0,14,0,20,0
1,1,0,1,1,1,7,1,15,0
0,2,-2,0,0,2,14,0,9,0
1,0,1,0,1,0,6,2,23,0
1,0,1,0,1,0,11,0,23,0
0,0,0,0,0,0,1,0,23,0
0,0,0,0,0,0,12,0,31,0
3,0,3,0,3,0,3,0,16,0
0,0,0,0,0,0,2,0,12,0
0,0,0,0,0,0,7,0,22,0
0,1,-1,0,0,1,18,0,31,0
1,0,2,0,1,0,4,0,13,0
0,0,0,0,0,0,2,0,14,0
0,0,0,0,0,0,13,0,34,0
2,0,2,0,2,0,6,0,29,0
0,0,0,0,0,0,7,0,14,0
0,0,0,0,0,0,8,0,13,0
0,0,0,0,0,0,5,0,17,0
0,1,-2,0,0,1,12,0,23,0
1,0,1,0,1,0,7,0,23,0
0,2,-2,0,0,2,2,0,15,0
1,0,1,0,1,0,2,0,14,0
1,0,1,0,1,0,1,0,18,0
0,0,0,0,0,0,4,0,22,0
1,0,1,0,1,0,8,0,25,0
0,0,0,0,0,0,2,1,13,0
0,0,0,0,0,0,3,0,21,0
1,0,1,0,1,0,3,0,26,0
0,1,-1,0,0,1,5,0,15,0
0,0,0,0,0,0,10,0,22,0
0,0,0,0,0,0,1,0,12,0
1,0,2,0,1,0,7,0,19,0
0,0,0,0,0,0,7,0,24,0
0,0,0,0,0,0,12,1,22,0
1,1,-1,1,1,1,6,0,11,0
0,0,0,0,0,0,7,0,19,0
0,0,0,0,0,0,1,0,18,0
0,0,0,0,0,0,10,1,21,0
1,0,1,0,1,0,7,0,24,0
0,0,0,0,0,0,12,2,21,0
2,0,4,0,2,0,11,0,17,0
0,1,-1,0,0,1,3,0,21,0
0,0,0,0,0,0,7,0,17,0
0,0,0,0,0,0,12,0,20,0
0,0,0,0,0,0,16,0,31,0
1,0,1,0,1,0,8,0,12,0
0,0,0,0,0,0,12,0,25,0
1,0,1,0,1,0,0,0,8,0
0,0,0,0,0,0,5,0,6,0
1,0,2,0,1,0,11,1,28,0
0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,9,0,19,0
0,0,0,0,0,0,9,0,17,0
0,1,-1,0,0,1,9,0,31,0
0,0,0,0,0,0,1,0,15,0
0,0,0,0,0,0,12,0,24,0
1,0,1,0,1,0,3,0,12,0
0,0,0,0,0,0,1,2,28,0
0,0,0,0,0,0,9,0,24,0
0,0,0,0,0,0,5,0,14,0
0,0,0,0,0,0,12,0,21,0
0,2,-2,0,0,2,3,0,11,0
0,0,0,0,0,0,20,0,11,0
0,0,0,0,0,0,5,0,13,0
1,0,2,0,1,0,6,0,14,0
0,0,0,0,0,0,2,0,10,0
1,0,1,0,1,0,1,0,13,0
0,0,0,0,0,0,0,0,25,0
0,0,0,0,0,0,2,0,7,0
0,0,0,0,0,0,3,0,16,0
0,1,-1,0,0,1,9,0,14,0
0,0,0,0,0,0,1,0,10,0
0,0,0,0,0,0,17,0,22,0
0,0,0,0,0,0,10,0,20,0
0,0,0,0,0,0,8,0,23,0
0,0,0,0,0,0,4,1,5,0
0,0,0,0,0,0,16,0,25,0
0,0,0,0,0,0,1,1,21,0
0,0,0,0,0,0,6,0,27,0
0,0,0,0,0,0,7,1,25,0
2,0,4,0,2,0,1,0,9,0
0,0,0,0,0,0,5,0,22,0
0,0,0,0,0,0,8,0,14,0
0,0,0,0,0,0,7,2,37,0
0,1,-1,0,0,1,10,0,18,0
0,1,-1,0,0,1,5,0,19,0
0,1,-1,0,0,1,2,0,13,0
0,0,0,0,0,0,28,0,36,0
0,1,-2,0,0,1,2,0,29,0
2,0,3,0,2,0,8,0,18,0
0,1,-1,0,0,1,6,0,18,0
0,1,-1,0,0,1,4,0,14,0
0,2,-2,0,0,2,0,0,9,0
0,0,0,0,0,0,16,0,29,0
0,0,0,0,0,0,12,0,31,0
0,2,-2,0,0,2,9,0,23,0
0,0,0,0,0,0,1,0,17,0
0,0,0,0,0,0,1,0,10,0
1,0,3,0,1,0,1,0,19,0
1,0,2,0,1,0,7,1,17,0
0,0,0,0,0,0,5,0,12,0
0,0,0,0,0,0,3,1,23,0
0,0,0,0,0,0,2,0,13,0
0,0,0,0,0,0,10,0,26,0
1,0,1,0,1,0,1,0,13,0
2,0,4,0,2,0,17,0,39,0
0,0,0,0,0,0,11,0,23,0
1,0,2,0,1,0,1,1,25,0
0,1,-1,0,0,1,15,0,22,0
0,0,0,0,0,0,5,1,13,0
0,0,0,0,0,0,12,0,22,0
1,0,2,0,1,0,6,0,14,0
0,0,0,0,0,0,9,0,17,0
1,0,1,0,1,0,4,0,22,0
1,0,1,0,1,0,15,0,28,0
0,2,-2,0,0,2,1,0,19,0
1,0,1,0,1,0,13,0,19,0
1,0,1,0,1,0,1,1,21,0
0,1,-1,0,0,1,0,0,12,0
0,0,0,0,0,0,1,0,13,0
2,1,2,2,1,1,16,0,23,0
1,0,1,0,1,0,8,0,20,0
1,0,1,0,1,0,4,0,15,0
1,0,2,0,1,0,7,0,16,0
1,0,1,0,1,0,9,0,21,0
0,0,0,0,0,0,4,0,12,0
0,0,0,0,0,0,4,0,8,0
0,0,0,0,0,0,15,0,21,0
1,0,1,0,1,0,4,0,24,0
1,0,2,0,1,0,1,0,12,0
0,0,0,0,0,0,1,0,14,0
0,0,0,0,0,0,10,0,20,0
0,1,-1,0,0,1,14,0,26,0
1,0,2,0,1,0,1,1,17,0
0,0,0,0,0,0,8,0,22,0
4,0,6,0,4,0,6,0,13,0
0,0,0,0,0,0,10,0,17,0
0,0,0,0,0,0,4,2,21,0
0,0,0,0,0,0,4,0,27,0
0,0,0,0,0,0,4,0,12,0
1,1,0,1,1,1,12,0,23,0
0,0,0,0,0,0,12,0,20,0
0,0,0,0,0,0,17,0,33,0
0,2,-2,0,0,2,14,0,33,0
0,0,0,0,0,0,10,0,23,0
1,0,1,0,1,0,7,1,13,0
1,1,0,1,1,1,3,0,16,0
0,0,0,0,0,0,7,1,22,0
1,0,2,0,1,0,2,0,16,0
0,0,0,0,0,0,9,0,20,0
0,0,0,0,0,0,17,0,42,0
0,0,0,0,0,0,5,0,14,0
0,2,-2,0,0,2,4,0,17,0
3,0,4,0,3,0,9,0,21,0
0,0,0,0,0,0,15,0,32,0
2,0,2,0,2,0,1,0,13,0
0,0,0,0,0,0,3,0,19,0
0,1,-1,0,0,1,8,0,18,0
0,0,0,0,0,0,5,0,15,0
0,0,0,0,0,0,12,0,24,0
0,0,0,0,0,0,2,0,18,0
0,0,0,0,0,0,5,2,18,0
1,0,1,0,1,0,9,0,28,0
0,0,0,0,0,0,14,1,24,0
0,0,0,0,0,0,8,0,16,0
0,1,-1,0,0,1,1,0,5,0
0,0,0,0,0,0,8,0,13,0
0,0,0,0,0,0,12,0,23,0
0,0,0,0,0,0,10,0,21,0
0,0,0,0,0,0,1,0,19,0
2,0,3,0,2,0,8,0,24,0
